C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\center_2017_11_05_14_33_45_294.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\left_2017_11_05_14_33_45_294.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\right_2017_11_05_14_33_45_294.jpg,0,1,0,30.19027
C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\center_2017_11_05_14_33_45_413.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\left_2017_11_05_14_33_45_413.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\right_2017_11_05_14_33_45_413.jpg,0,1,0,30.19033
C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\center_2017_11_05_14_33_45_527.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\left_2017_11_05_14_33_45_527.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\right_2017_11_05_14_33_45_527.jpg,0,1,0,30.1903
C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\center_2017_11_05_14_33_45_638.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\left_2017_11_05_14_33_45_638.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\right_2017_11_05_14_33_45_638.jpg,0,1,0,30.19033
C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\center_2017_11_05_14_33_45_755.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\left_2017_11_05_14_33_45_755.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\right_2017_11_05_14_33_45_755.jpg,0,1,0,30.19027
C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\center_2017_11_05_14_33_45_863.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\left_2017_11_05_14_33_45_863.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\right_2017_11_05_14_33_45_863.jpg,0,1,0,30.19031
C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\center_2017_11_05_14_33_45_991.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\left_2017_11_05_14_33_45_991.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\right_2017_11_05_14_33_45_991.jpg,0,1,0,30.1903
C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\center_2017_11_05_14_33_46_119.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\left_2017_11_05_14_33_46_119.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\right_2017_11_05_14_33_46_119.jpg,0,1,0,30.19029
C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\center_2017_11_05_14_33_46_247.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\left_2017_11_05_14_33_46_247.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\right_2017_11_05_14_33_46_247.jpg,0,1,0,30.19031
C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\center_2017_11_05_14_33_46_379.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\left_2017_11_05_14_33_46_379.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\right_2017_11_05_14_33_46_379.jpg,0,1,0,30.1903
C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\center_2017_11_05_14_33_46_508.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\left_2017_11_05_14_33_46_508.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\right_2017_11_05_14_33_46_508.jpg,0,1,0,30.19031
C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\center_2017_11_05_14_33_46_575.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\left_2017_11_05_14_33_46_575.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\right_2017_11_05_14_33_46_575.jpg,0,1,0,30.19031
C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\center_2017_11_05_14_33_46_644.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\left_2017_11_05_14_33_46_644.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\right_2017_11_05_14_33_46_644.jpg,0,1,0,30.19031
C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\center_2017_11_05_14_33_46_711.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\left_2017_11_05_14_33_46_711.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\right_2017_11_05_14_33_46_711.jpg,0,1,0,30.1903
C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\center_2017_11_05_14_33_46_840.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\left_2017_11_05_14_33_46_840.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\right_2017_11_05_14_33_46_840.jpg,0,1,0,30.19032
C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\center_2017_11_05_14_33_46_907.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\left_2017_11_05_14_33_46_907.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\right_2017_11_05_14_33_46_907.jpg,0,1,0,30.19028
C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\center_2017_11_05_14_33_47_029.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\left_2017_11_05_14_33_47_029.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\right_2017_11_05_14_33_47_029.jpg,0,1,0,30.19037
C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\center_2017_11_05_14_33_47_148.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\left_2017_11_05_14_33_47_148.jpg,C:\Users\Padx\OneDrive\UDACITY\Projects\P3_BehavoioralCloning\recdata\IMG\right_2017_11_05_14_33_47_148.jpg,0,1,0,30.19032
